ID,labels,cpe,description,cwe_id,cwe_name
CVE-2017-15703,"['maven:org.apache.nifi:nifi-framework-core', 'maven:org.apache.nifi:nifi-update-attribute-model', 'maven:org.apache.nifi:nifi-file-authorizer', 'maven:org.apache.nifi:nifi-web-security', 'maven:org.apache.nifi:nifi-authorizer', 'maven:org.apache.nifi:nifi-web-api', 'maven:org.apache.nifi:nifi-framework-cluster', 'maven:org.apache.nifi:nifi-framework-cluster-protocol', 'maven:org.apache.nifi:nifi-security-utils']",['apache nifi'],Any authenticated user (valid client certificate but without ACL permissions) could upload a template which contained malicious code and caused a denial of service via Java deserialization attack. The fix to properly handle Java deserialization was applied on the Apache NiFi 1.4.0 release. Users running a prior 1.x release should upgrade to the appropriate release.,CWE-502,Deserialization of Untrusted Data
CVE-2017-1000391,['maven:org.jenkins-ci.main:jenkins-core'],['jenkins jenkins'],"Jenkins versions 2.88 and earlier and 2.73.2 and earlier stores metadata related to 'people', which encompasses actual user accounts, as well as users appearing in SCM, in directories corresponding to the user ID on disk. These directories used the user ID for their name without additional escaping, potentially resulting in problems like overwriting of unrelated configuration files.",CWE-20,Improper Input Validation
CVE-2016-6801,['maven:org.apache.jackrabbit:jackrabbit-webdav'],"['apache jackrabbit', 'debian debian_linux']","Cross-site request forgery (CSRF) vulnerability in the CSRF content-type check in Jackrabbit-Webdav in Apache Jackrabbit 2.4.x before 2.4.6, 2.6.x before 2.6.6, 2.8.x before 2.8.3, 2.10.x before 2.10.4, 2.12.x before 2.12.4, and 2.13.x before 2.13.3 allows remote attackers to hijack the authentication of unspecified victims for requests that create a resource via an HTTP POST request with a (1) missing or (2) crafted Content-Type header.",CWE-352,Cross-Site Request Forgery (CSRF)
CVE-2018-5653,['maven:org.apache.cayenne.modeler:cayenne-modeler'],['weblizar pinterest-feeds'],An issue was discovered in the weblizar-pinterest-feeds plugin 1.1.1 for WordPress. XSS exists via the wp-admin/admin-ajax.php weblizar_pffree_settings_save_get-users parameter.,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2021-44228,"['maven:org.ops4j.pax.logging:pax-logging-log4j2', 'maven:org.apache.logging.log4j:log4j-core']","['apache log4j', 'siemens logo\\!_soft_comfort', 'siemens spectrum_power_4', 'siemens siveillance_control_pro', 'siemens energyip_prepay', 'siemens siveillance_identity', 'siemens siveillance_command', 'siemens sipass_integrated', 'siemens head-end_system_universal_device_integration_system', 'siemens gma-manager', 'siemens energyip', 'siemens energy_engage', 'siemens e-car_operation_center', 'siemens desigo_cc_info_center', 'siemens desigo_cc_advanced_reports', 'siemens comos', 'siemens captial', 'siemens navigator', 'siemens xpedition_package_integrator', 'siemens xpedition_enterprise', 'siemens vesys', 'siemens teamcenter', 'siemens spectrum_power_7', 'siemens solid_edge_harness_design', 'siemens solid_edge_cam_pro', 'siemens siveillance_viewpoint', 'siemens siveillance_vantage', 'siemens siguard_dsa', 'siemens sentron_powermanager', 'siemens operation_scheduler', 'siemens nx', 'siemens opcenter_intelligence', 'siemens mindsphere', 'siemens mendix', 'siemens industrial_edge_management_hub', 'siemens industrial_edge_management', 'intel audio_development_kit', 'intel system_debugger', 'intel secure_device_onboard', 'intel oneapi_sample_browser', 'intel sensor_solution_firmware_development_kit', 'intel computer_vision_annotation_tool', 'intel genomics_kernel_library', 'intel system_studio', 'intel data_center_manager', 'debian debian_linux', 'fedoraproject fedora', 'sonicwall email_security', 'netapp oncommand_insight', 'netapp cloud_insights', 'netapp active_iq_unified_manager', 'netapp cloud_manager', 'netapp cloud_secure_agent', 'netapp ontap_tools', 'netapp snapcenter', 'cisco unified_communications_manager_im_and_presence_service', 'cisco unified_customer_voice_portal', 'cisco webex_meetings_server', 'cisco packaged_contact_center_enterprise', 'cisco identity_services_engine', 'cisco data_center_network_manager', 'cisco unified_contact_center_express', 'cisco finesse', 'cisco nexus_dashboard', 'cisco network_services_orchestrator', 'cisco iot_operations_dashboard', 'cisco intersight_virtual_appliance', 'cisco evolved_programmable_network_manager', 'cisco dna_spaces\\', 'cisco cyber_vision_sensor_management_extension', 'cisco crosswork_zero_touch_provisioning', 'cisco crosswork_platform_infrastructure', 'cisco crosswork_optimization_engine', 'cisco crosswork_network_controller', 'cisco crosswork_data_gateway', 'cisco common_services_platform_collector', 'cisco cloudcenter', 'cisco cloudcenter_workload_manager', 'cisco cloudcenter_suite_admin', 'cisco cloudcenter_cost_optimizer', 'cisco business_process_automation', 'cisco automated_subsea_tuning', 'cisco nexus_insights', 'cisco advanced_malware_protection_virtual_private_cloud_appliance', 'cisco customer_experience_cloud_agent', 'cisco workload_optimization_manager', 'cisco ucs_central', 'cisco ucs_director', 'cisco sd-wan_vmanage', 'cisco optical_network_controller', 'cisco fog_director', 'cisco dna_center', 'cisco integrated_management_controller_supervisor', 'cisco wan_automation_engine', 'cisco virtualized_infrastructure_manager', 'cisco network_assurance_engine', 'cisco virtual_topology_system', 'cisco smart_phy', 'cisco prime_service_catalog', 'cisco connected_mobile_experiences', 'cisco video_surveillance_operations_manager', 'cisco unity_connection', 'cisco virtualized_voice_browser', 'cisco unified_workforce_optimization', 'cisco unified_sip_proxy', 'cisco unified_intelligence_center', 'cisco unified_contact_center_enterprise', 'cisco unified_communications_manager', 'cisco paging_server', 'cisco enterprise_chat_and_email', 'cisco emergency_responder', 'cisco contact_center_management_portal', 'cisco contact_center_domain_manager', 'cisco cloud_connect', 'cisco broadworks', 'cisco firepower_threat_defense', 'cisco dna_spaces_connector', 'cisco unified_communications_manager_im_\\&_presence_service', 'cisco unified_contact_center_management_portal', 'cisco unified_computing_system', 'cisco ucs_central_software', 'cisco network_dashboard_fabric_controller', 'cisco video_surveillance_manager', 'cisco cloudcenter_suite', 'cisco network_insights_for_data_center', 'cisco cx_cloud_agent', 'cisco mobility_services_engine', 'cisco dna_spaces', 'cisco cyber_vision', 'cisco connected_analytics_for_network_deployment', 'cisco crosswork_network_automation', 'snowsoftware vm_access_proxy', 'snowsoftware snow_commander', 'bentley synchro_4d', 'bentley synchro', 'percussion rhythmyx']","Apache Log4j2 2.0-beta9 through 2.15.0 (excluding security releases 2.12.2, 2.12.3, and 2.3.1) JNDI features used in configuration, log messages, and parameters do not protect against attacker controlled LDAP and other JNDI related endpoints. An attacker who can control log messages or log message parameters can execute arbitrary code loaded from LDAP servers when message lookup substitution is enabled. From log4j 2.15.0, this behavior has been disabled by default. From version 2.16.0 (along with 2.12.2, 2.12.3, and 2.3.1), this functionality has been completely removed. Note that this vulnerability is specific to log4j-core and does not affect log4net, log4cxx, or other Apache Logging Services projects.",CWE-20,Improper Input Validation
CVE-2018-1000057,['maven:org.jvnet.hudson.plugins:secret'],['jenkins credentials_binding'],"Jenkins Credentials Binding Plugin 1.14 and earlier masks passwords it provides to build processes in their build logs. Jenkins however transforms provided password values, e.g. replacing environment variable references, which could result in values different from but similar to configured passwords being provided to the build. Those values are not subject to masking, and could allow unauthorized users to recover the original password.",CWE-522,Insufficiently Protected Credentials
CVE-2021-32827,"['maven:org.mock-server:mockserver', 'maven:org.mock-server:mockserver-core']","['mock-server mockserver', 'oracle communications_cloud_native_core_policy']","MockServer is open source software which enables easy mocking of any system you integrate with via HTTP or HTTPS. An attacker that can trick a victim into visiting a malicious site while running MockServer locally, will be able to run arbitrary code on the MockServer machine. With an overly broad default CORS configuration MockServer allows any site to send cross-site requests. Additionally, MockServer allows you to create dynamic expectations using Javascript or Velocity templates. Both engines may allow an attacker to execute arbitrary code on-behalf of MockServer. By combining these two issues (Overly broad CORS configuration + Script injection), an attacker could serve a malicious page so that if a developer running MockServer visits it, they will get compromised. For more details including a PoC see the referenced GHSL-2021-059.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-2130,"['maven:org.jvnet.hudson.plugins:harvest', 'maven:org.jenkins-ci.plugins:harvest']",['jenkins harvest_scm'],Jenkins Harvest SCM Plugin 0.5.1 and earlier stores a password unencrypted in its global configuration file on the Jenkins master where it can be viewed by users with access to the master file system.,CWE-522,Insufficiently Protected Credentials
CVE-2019-1010250,['maven:org.onosproject:onos-rest'],['linuxfoundation open_network_operating_system'],The Linux Foundation ONOS 2.0.0 and earlier is affected by: Poor Input-validation. The impact is: A network administrator (or attacker) can install unintended flow rules in the switch by mistake. The component is: createFlow() and createFlows() functions in FlowWebResource.java (RESTful service). The attack vector is: network management and connectivity.,CWE-20,Improper Input Validation
CVE-2018-1000191,['maven:com.blackducksoftware.integration:blackduck-detect'],['jenkins synopsys_detect'],"A exposure of sensitive information vulnerability exists in Jenkins Black Duck Detect Plugin 1.4.0 and older in DetectPostBuildStepDescriptor.java that allows attackers with Overall/Read access to connect to an attacker-specified URL using attacker-specified credentials IDs obtained through another method, capturing credentials stored in Jenkins.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2017-1000404,['maven:se.diabol.jenkins.pipeline:delivery-pipeline-plugin'],['jenkins delivery_pipeline'],"The Jenkins Delivery Pipeline Plugin version 1.0.7 and earlier used the unescaped content of the query parameter 'fullscreen' in its JavaScript, resulting in a cross-site scripting vulnerability through specially crafted URLs.",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')
CVE-2020-10969,['maven:com.fasterxml.jackson.core:jackson-databind'],"['fasterxml jackson-databind', 'debian debian_linux', 'netapp steelstore_cloud_integrated_storage', 'oracle retail_xstore_point_of_service', 'oracle primavera_unifier', 'oracle retail_service_backbone', 'oracle weblogic_server', 'oracle retail_merchandising_system', 'oracle agile_plm', 'oracle banking_digital_experience', 'oracle enterprise_manager_base_platform', 'oracle financial_services_price_creation_and_discovery', 'oracle financial_services_analytical_applications_infrastructure', 'oracle communications_instant_messaging_server', 'oracle communications_diameter_signaling_router', 'oracle financial_services_institutional_performance_analytics', 'oracle insurance_policy_administration_j2ee', 'oracle financial_services_retail_customer_analytics', 'oracle retail_sales_audit', 'oracle communications_evolved_communications_application_server', 'oracle communications_network_charging_and_control', 'oracle jd_edwards_enterpriseone_tools', 'oracle jd_edwards_enterpriseone_orchestrator', 'oracle banking_platform', 'oracle communications_contacts_server', 'oracle global_lifecycle_management_opatch', 'oracle communications_calendar_server', 'oracle communications_session_route_manager', 'oracle communications_session_report_manager', 'oracle communications_element_manager', 'oracle autovue_for_agile_product_lifecycle_management']","FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to javax.swing.JEditorPane.",CWE-502,Deserialization of Untrusted Data
