ID,Values from Dict1
CVE-2014-3643,"'maven:com.sun.jersey:jersey-core', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.jersey-core', 'maven:com.sun.jersey:jersey-server'"
CVE-2017-1000392,'maven:org.jenkins-ci.main:jenkins-war'
CVE-2018-14627,"'maven:org.wildfly:wildfly-feature-pack', 'maven:org.wildfly:wildfly-iiop-openjdk'"
CVE-2019-16549,'maven:org.jenkins-ci.plugins.m2release:m2release'
CVE-2020-7709,'maven:org.webjars.npm:json-pointer'
CVE-2019-10312,'maven:org.jenkins-ci.plugins:ansible-tower'
CVE-2020-1697,"'maven:org.keycloak:keycloak-core', 'maven:org.keycloak:keycloak-server-spi-private'"
CVE-2016-8751,"'maven:org.apache.ranger:ranger', 'maven:org.apache.ranger:ranger-plugins-common'"
CVE-2010-1330,"'maven:org.jruby:jruby', 'maven:org.jruby:jruby-complete', 'maven:org.jruby.jcodings:jcodings'"
CVE-2018-1282,'maven:org.apache.hive:hive-jdbc'
CVE-2011-0533,'maven:org.apache.continuum:continuum-core'
CVE-2015-5241,'maven:org.apache.juddi:juddi-client'
CVE-2019-10364,'maven:org.jenkins-ci.plugins:ec2'
CVE-2017-7559,'maven:io.undertow:undertow-core'
CVE-2018-1000822,'maven:org.codelibs.fess:fess'
CVE-2014-2063,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-0232,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2018-14721,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2019-13237,'maven:org.opencms:opencms-core'
CVE-2020-1951,"'maven:org.apache.tika:tika', 'maven:org.apache.tika:tika-parsers'"
CVE-2017-14949,"'maven:org.restlet.jse:org.restlet', 'maven:org.restlet:org.restlet.ext.xml', 'maven:org.restlet.gae:org.restlet.ext.xml', 'maven:org.restlet.jse:org.restlet.ext.xml', 'maven:org.restlet:org.restlet', 'maven:org.restlet.android:org.restlet.ext.xml', 'maven:org.restlet.jee:org.restlet.ext.xml'"
CVE-2019-16728,"'maven:org.webjars.bowergithub.cure53:dompurify', 'maven:org.webjars.bower:dompurify'"
CVE-2014-0035,"'maven:org.apache.cxf:cxf-bundle-minimal', 'maven:org.apache.cxf:cxf-bundle', 'maven:org.apache.cxf:cxf-rt-ws-security'"
CVE-2011-2204,"'maven:org.apache.tomcat:tomcat-catalina', 'maven:tomcat:catalina', 'maven:org.apache.tomcat:catalina', 'maven:org.apache.tomcat.embed:tomcat-embed-core'"
CVE-2020-2093,'maven:org.jenkins-ci.plugins:cloudbees-jenkins-advisor'
CVE-2018-1000616,"'maven:org.onosproject:onos-cli', 'maven:org.onosproject:onos-drivers-utilities'"
CVE-2021-30640,"'maven:org.apache.tomcat:tomcat', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2013-2192,"'maven:org.apache.hadoop:hadoop-core', 'maven:org.apache.hadoop:hadoop-common'"
CVE-2018-1000836,"'maven:org.bedework.caleng:bw-calendar-engine-impl', 'maven:org.bedework.caleng:bw-calendar-engine'"
CVE-2019-1003061,'maven:org.jenkins-ci.plugins:jenkins-cloudformation-plugin'
CVE-2018-1000415,'maven:com.sonyericsson.hudson.plugins.rebuild:rebuild'
CVE-2019-0226,'maven:org.apache.karaf.config:org.apache.karaf.config.core'
CVE-2019-14837,'maven:org.keycloak:keycloak-services'
CVE-2007-0185,'maven:dwr:dwr'
CVE-2021-33037,"'maven:org.apache.tomcat:tomcat', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-coyote'"
CVE-2019-10297,'maven:org.jenkins-ci.plugins:sametime'
CVE-2017-12625,"'maven:org.apache.hive.hcatalog:hive-hcatalog-core', 'maven:org.apache.hive:hive-service', 'maven:org.apache.hive:hive', 'maven:org.apache.hive:hive-exec'"
CVE-2016-4465,"'maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.struts:struts2-core'"
CVE-2020-17510,"'maven:org.apache.shiro:shiro-spring-boot-web-starter', 'maven:org.apache.shiro:shiro-spring', 'maven:org.apache.shiro:shiro-web'"
CVE-2019-1003038,'maven:org.jenkins-ci.plugins:repository-connector'
CVE-2018-8016,"'maven:org.apache.cassandra:cassandra-all', 'maven:org.cassandraunit:cassandra-unit'"
CVE-2015-7516,'maven:org.onosproject:onos-core-net'
CVE-2020-5289,'maven:com.yahoo.elide:elide-core'
CVE-2019-10450,'maven:com.elasticbox.jenkins-ci.plugins:elasticbox'
CVE-2020-26256,'maven:org.webjars.npm:fast-csv'
CVE-2019-10417,'maven:io.fabric8.pipeline:kubernetes-pipeline-devops-steps'
CVE-2017-15709,"'maven:org.apache.activemq:activemq-openwire-generator', 'maven:org.apache.activemq:activemq-client'"
CVE-2018-5382,"'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk14', 'maven:org.bouncycastle:bcprov-ext-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15', 'maven:bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk16', 'maven:bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk14'"
CVE-2017-4995,'maven:org.springframework.security:spring-security-core'
CVE-2022-24721,'maven:org.cometd.java:cometd-java-oort'
CVE-2020-7610,'maven:org.webjars.npm:bson'
CVE-2019-1003013,"'maven:io.jenkins.blueocean:blueocean-commons', 'maven:io.jenkins.blueocean:blueocean-web', 'maven:io.jenkins.blueocean:blueocean-rest-impl'"
CVE-2020-2235,"'maven:org.jenkins-ci.plugins:pipeline-maven-parent', 'maven:org.jenkins-ci.plugins:pipeline-maven'"
CVE-2016-5000,'maven:org.apache.poi:poi-examples'
CVE-2020-15231,"'maven:org.mapfish.print:print-standalone', 'maven:org.mapfish.print:print-servlet', 'maven:org.mapfish.print:print-lib'"
CVE-2018-9117,'maven:com.github.tomakehurst:wiremock'
CVE-2021-35516,'maven:org.apache.commons:commons-compress'
CVE-2020-2132,'maven:com.parasoft:environment-manager'
CVE-2020-2158,'maven:org.jenkins-ci.plugins:literate'
CVE-2019-17426,'maven:org.webjars.npm:mongoose'
CVE-2015-5254,"'maven:org.apache.activemq:activemq-core', 'maven:org.apache.activemq:activemq-web', 'maven:org.apache.activemq:activemq-client', 'maven:org.apache.activemq:activemq-stomp', 'maven:org.apache.activemq:activemq-all', 'maven:org.apache.activemq:activemq-http'"
CVE-2018-1000068,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2014-2061,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-17557,'maven:org.apache.syncope.client:syncope-client-enduser'
CVE-2020-5497,"'maven:org.mitre:openid-connect-common', 'maven:org.mitre:openid-connect-server-webapp', 'maven:org.mitre:openid-connect-server'"
CVE-2017-15702,'maven:org.apache.qpid:qpid-broker'
CVE-2020-25638,'maven:org.hibernate:hibernate-core'
CVE-2018-1999001,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2017-11555,'maven:org.webjars.npm:node-sass'
CVE-2020-11972,"'maven:org.apache.camel:camel-endpointdsl', 'maven:org.apache.camel:camel-rabbitmq'"
CVE-2019-10405,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2016-6811,'maven:org.apache.hadoop:hadoop-yarn-server-nodemanager'
CVE-2014-3004,'maven:org.codehaus.castor:castor-xml'
CVE-2019-10349,'maven:org.jenkins-ci.plugins:depgraph-view'
CVE-2015-1810,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2014-3604,'maven:ca.juliusdavies:not-yet-commons-ssl'
CVE-2018-1000409,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2009-1275,"'maven:org.apache.tiles:tiles-api', 'maven:org.apache.tiles:tiles-jsp', 'maven:org.apache.tiles:tiles-core'"
CVE-2018-20200,'maven:com.squareup.okhttp3:okhttp'
CVE-2018-14718,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2019-10184,"'maven:io.undertow:undertow-core', 'maven:io.undertow:undertow-servlet'"
CVE-2020-7754,"'maven:org.webjars.npm:npm-user-validate', 'maven:org.webjars.bower:npm'"
CVE-2017-1000354,"'maven:org.jvnet.hudson.main:hudson-core', 'maven:org.jenkins-ci.main:jenkins-core'"
CVE-2018-11087,"'maven:org.springframework.amqp:spring-rabbit', 'maven:com.rabbitmq:amqp-client', 'maven:org.springframework.amqp:spring-amqp'"
CVE-2020-8175,'maven:org.webjars.npm:jpeg-js'
CVE-2012-1094,'maven:org.jboss.as:jboss-as-modcluster'
CVE-2020-26259,"'maven:xstream:xstream', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2019-11274,'maven:org.cloudfoundry.identity:cloudfoundry-identity-server'
CVE-2017-7676,"'maven:org.apache.ranger:ranger', 'maven:org.apache.ranger:ranger-plugins-common'"
CVE-2018-1000013,"'maven:org.jenkins-ci.plugins:release', 'maven:org.jvnet.hudson.plugins:release'"
CVE-2019-10454,"'maven:org.jenkins-ci.plugins:oracle-cloud-infrastructure-compute-classic', 'maven:org.jenkins-ci.plugins:icescrum', 'maven:org.jenkins-ci.plugins:rundeck'"
CVE-2018-9159,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.sparkjava-core', 'maven:com.sparkjava:spark-core'"
CVE-2021-39139,'maven:com.thoughtworks.xstream:xstream'
CVE-2020-13954,"'maven:org.apache.cxf:cxf', 'maven:org.apache.cxf:apache-cxf', 'maven:org.apache.cxf:cxf-rt-transports-http'"
CVE-2009-1190,"'maven:org.springframework:spring-context', 'maven:org.springframework:spring', 'maven:org.springframework:spring-beans', 'maven:org.springframework:spring-core', 'maven:org.springframework:spring-aop'"
CVE-2013-6448,'maven:org.jboss.seam:jboss-seam-remoting'
CVE-2019-17091,'maven:com.sun.faces:jsf-impl'
CVE-2017-1000400,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2021-26074,'maven:com.atlassian.connect:atlassian-connect-spring-boot-starter'
CVE-2022-0538,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-10353,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2021-38296,"'maven:org.apache.spark:spark-network-common_2.12', 'maven:org.apache.spark:spark-network-common_2.11'"
CVE-2019-10309,'maven:org.jenkins-ci.plugins:swarm'
CVE-2022-23560,'maven:org.tensorflow:tensorflow-lite'
CVE-2020-5411,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-batch-core', 'maven:org.springframework.batch:spring-batch-core'"
CVE-2020-2305,'maven:org.jenkins-ci.plugins:mercurial'
CVE-2018-1000134,'maven:com.unboundid:unboundid-ldapsdk'
CVE-2013-2135,"'maven:com.opensymphony:xwork-core', 'maven:org.apache.struts:struts2-core', 'maven:org.apache.struts.xwork:xwork-core'"
CVE-2019-17569,"'maven:org.apache.tomcat:tomcat', 'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-coyote'"
CVE-2019-10444,'maven:org.jenkins-ci.plugins:bumblebee'
CVE-2018-1000114,"'maven:org.jenkins-ci.plugins:promoted-builds', 'maven:org.jvnet.hudson.plugins:promoted-builds', 'maven:org.hudsonci.plugins:promoted-builds'"
CVE-2019-10249,'maven:org.eclipse.xtext:org.eclipse.xtext.maven.parent'
CVE-2012-0394,"'maven:opensymphony:xwork', 'maven:org.apache.struts.xwork:xwork-core'"
CVE-2020-11989,"'maven:org.apache.shiro:shiro-core', 'maven:org.apache.shiro:shiro-all', 'maven:org.apache.shiro:shiro-web'"
CVE-2019-12399,"'maven:org.apache.kafka:kafka', 'maven:org.apache.kafka:kafka_2.12', 'maven:org.apache.kafka:kafka_2.11', 'maven:org.apache.kafka:connect-runtime'"
CVE-2019-16563,'maven:tech.andrey.jenkins:mission-control-view'
CVE-2020-6836,'maven:org.webjars.npm:hot-formula-parser'
CVE-2020-2177,'maven:org.fedoraproject.jenkins.plugins:copr'
CVE-2018-1999006,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2020-2190,'maven:org.jenkins-ci.plugins:script-security'
CVE-2014-3666,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-0221,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-catalina'"
CVE-2019-11284,'maven:io.projectreactor.netty:reactor-netty'
CVE-2020-1945,"'maven:org.apache.ant:ant-junitlauncher', 'maven:org.apache.ant:ant'"
CVE-2019-15558,'maven:com.icthh.xm.commons:xm-commons-migration-db'
CVE-2016-8735,'maven:org.apache.tomcat:tomcat-catalina-jmx-remote'
CVE-2020-2145,'maven:org.jenkins-ci.plugins:zephyr-enterprise-test-management'
CVE-2011-4838,'maven:org.jruby:jruby-complete'
CVE-2018-11765,"'maven:org.apache.hadoop:hadoop-main', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.hadoop-client', 'maven:org.apache.hadoop:hadoop-common'"
CVE-2017-3589,'maven:mysql:mysql-connector-java'
CVE-2020-2157,'maven:org.jenkins-ci.plugins:skytap'
CVE-2018-1000194,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-1003056,'maven:org.jenkins-ci.plugins:websphere-deployer'
CVE-2017-11467,'maven:com.orientechnologies:orientdb-core'
CVE-2018-8034,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-websocket', 'maven:org.apache.tomcat.embed:tomcat-embed-websocket'"
CVE-2012-2672,'maven:org.glassfish:javax.faces'
CVE-2020-2160,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2021-22119,"'maven:org.springframework.security:spring-security-core', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-security-oauth2-client', 'maven:org.springframework.security:spring-security-oauth2-client'"
CVE-2012-5785,'maven:org.apache.axis2:axis2'
CVE-2020-2206,'maven:org.jenkins-ci.plugins:vncrecorder'
CVE-2019-10099,"'maven:org.apache.spark:spark-core_2.10', 'maven:org.apache.spark:spark-core_2.11'"
CVE-2013-4002,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces', 'maven:xerces:xercesImpl', 'maven:apache-xerces:xercesImpl', 'maven:xerces:xerces'"
CVE-2017-9791,'maven:org.apache.struts:struts2-struts1-plugin'
CVE-2017-12160,'maven:org.keycloak:keycloak-services'
CVE-2019-1003000,'maven:org.jenkins-ci.plugins:script-security'
CVE-2018-1000602,'maven:org.jenkins-ci.plugins:saml'
CVE-2020-2112,"'maven:org.jenkins-ci.tools:git-parameter', 'maven:org.jenkins-ci.plugins:git-parameter'"
CVE-2015-5320,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2019-10298,'maven:org.jenkins-ci.plugins:koji'
CVE-2018-15756,"'maven:org.springframework:spring-core', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.spring-web', 'maven:org.springframework:spring-web'"
CVE-2019-10284,'maven:org.jenkins-ci.plugins:diawi-upload'
CVE-2019-1003005,'maven:org.jenkins-ci.plugins:script-security'
CVE-2020-7774,'maven:org.webjars.npm:y18n'
CVE-2018-5968,'maven:com.fasterxml.jackson.core:jackson-databind'
CVE-2017-14063,"'maven:org.asynchttpclient:async-http-client-api', 'maven:org.asynchttpclient:async-http-client'"
CVE-2019-0195,'maven:org.apache.tapestry:tapestry-core'
CVE-2021-23337,"'maven:org.webjars.npm:lodash', 'maven:org.webjars.bower:lodash', 'maven:org.webjars.bowergithub.faan11:app-localstorage-tidy-string', 'maven:org.webjars.npm:floatthead', 'maven:org.webjars.bower:FlipClock', 'maven:org.webjars.npm:lodash-es', 'maven:org.webjars.bowergithub.alex-saunders:sliding-pages'"
CVE-2017-2582,"'maven:org.keycloak:keycloak-core', 'maven:org.keycloak:keycloak-saml-core'"
CVE-2020-10203,'maven:org.sonatype.nexus:nexus-core'
CVE-2008-6682,'maven:org.apache.struts:struts2-core'
CVE-2020-2273,'maven:org.jenkins-ci.plugins:elastest'
CVE-2015-8854,"'maven:org.webjars.bower:marked', 'maven:org.webjars.npm:md-data-table', 'maven:org.webjars:marked'"
CVE-2014-0363,"'maven:jivesoftware:smack', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.smack'"
CVE-2019-16538,'maven:org.jenkins-ci.plugins:script-security'
CVE-2020-7766,'maven:org.webjars.npm:json-ptr'
CVE-2019-19135,"'maven:org.eclipse.milo:stack-client', 'maven:org.eclipse.milo:stack-server', 'maven:org.eclipse.milo:sdk-server', 'maven:org.eclipse.milo:stack-core', 'maven:org.eclipse.milo:sdk-client'"
CVE-2018-7307,"'maven:org.webjars.bower:auth0.js', 'maven:org.webjars.npm:auth0-js'"
CVE-2020-25803,'maven:org.craftercms:crafter-studio'
CVE-2021-21350,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream-java8', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.xstream', 'maven:com.thoughtworks.xstream:xstream'"
CVE-2017-5661,'maven:org.apache.xmlgraphics:fop'
CVE-2020-5231,'maven:org.opencastproject:opencast-kernel'
CVE-2019-11777,'maven:org.eclipse.paho:org.eclipse.paho.client.mqttv3'
CVE-2020-2309,'maven:org.csanchez.jenkins.plugins:kubernetes'
CVE-2018-1261,'maven:org.springframework.integration:spring-integration-zip'
CVE-2020-2109,'maven:org.jenkins-ci.plugins.workflow:workflow-cps'
CVE-2019-1003007,'maven:org.jvnet.hudson.plugins:warnings'
CVE-2020-2176,'maven:it.infuse.jenkins:usemango-runner'
CVE-2019-16869,"'maven:io.netty:netty', 'maven:org.jboss.netty:netty', 'maven:io.netty:netty-codec-http', 'maven:io.netty:netty-all'"
CVE-2019-10248,"'maven:org.eclipse.vorto:parent', 'maven:org.eclipse.vorto:repository-core', 'maven:org.eclipse.vorto:generator-runner', 'maven:org.eclipse.vorto:repository-server-config', 'maven:org.eclipse.vorto:org.eclipse.vorto.core', 'maven:org.eclipse.vorto:org.eclipse.vorto.editor.mapping.ui', 'maven:org.eclipse.vorto:repository-server', 'maven:org.eclipse.vorto:mapping-core', 'maven:org.eclipse.vorto:org.eclipse.vorto.editor.functionblock.ide'"
CVE-2019-10282,'maven:hudson.plugins.klaros:klaros-testmanagement'
CVE-2020-24707,"'maven:org.webjars.bower:papaparse', 'maven:org.webjars.npm:papaparse'"
CVE-2019-20921,"'maven:org.webjars.npm:bootstrap-select', 'maven:org.webjars.bowergithub.snapappointments:bootstrap-select', 'maven:org.webjars.bowergithub.thdoan:bootstrap-select', 'maven:org.webjars.bower:patternfly', 'maven:org.webjars.bower:bootstrap-select', 'maven:org.webjars:bootstrap-select'"
CVE-2019-10411,'maven:com.inedo.buildmaster:inedo-buildmaster'
CVE-2016-2537,"'maven:org.webjars.npm:is-my-json-valid', 'maven:org.webjars:npm'"
CVE-2016-2175,"'maven:org.apache.pdfbox:xmpbox', 'maven:org.apache.pdfbox:jempbox', 'maven:org.apache.pdfbox:debugger-app', 'maven:org.apache.pdfbox:pdfbox-app', 'maven:org.apache.pdfbox:preflight-app', 'maven:org.apache.pdfbox:pdfbox'"
CVE-2017-2612,'maven:org.jenkins-ci.main:jenkins-core'
CVE-2017-7660,'maven:org.apache.solr:solr-core'
CVE-2013-4517,"'maven:xml-security:xmlsec', 'maven:org.apache.santuario:xmlsec'"
CVE-2017-1000094,'maven:org.jenkins-ci.plugins:docker-commons'
CVE-2015-7940,"'maven:org.bouncycastle:bcprov-ext-jdk14', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcpg-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15+', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk16'"
CVE-2021-31811,"'maven:org.apache.pdfbox:pdfbox-parent', 'maven:org.apache.pdfbox:pdfbox-app', 'maven:org.apache.pdfbox:pdfbox'"
CVE-2018-1330,'maven:org.apache.mesos:mesos'
CVE-2015-5531,"'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.elasticsearch', 'maven:org.elasticsearch:elasticsearch'"
CVE-2013-2027,'maven:org.python:jython'
CVE-2020-7733,'maven:org.webjars.npm:github-com-faisalman-ua-parser-js'
CVE-2015-6254,"'maven:org.picketlink:picketlink-federation', 'maven:org.picketlink:picketlink-common', 'maven:org.picketlink:picketlink-tomcat-common'"
CVE-2020-24704,'maven:org.wso2.carbon:org.wso2.carbon.ui'
CVE-2020-28052,"'maven:org.bouncycastle:bcprov-jdk16', 'maven:org.bouncycastle:bcprov-ext-jdk16', 'maven:org.bouncycastle:bcprov-jdk15', 'maven:org.bouncycastle:bcprov-jdk15to18', 'maven:org.bouncycastle:bcprov-ext-jdk15on', 'maven:org.bouncycastle:bcprov-jdk14', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcprov-jdk15on', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcpg-jdk15on', 'maven:org.bouncycastle:bcprov-jdk15on', 'maven:org.bouncycastle:bcprov-ext-jdk14', 'maven:org.bouncycastle:bcprov-debug-jdk15on'"
CVE-2010-3708,'maven:org.drools:drools-core'
CVE-2020-2306,'maven:org.jenkins-ci.plugins:mercurial'
CVE-2020-2323,'maven:io.jenkins.plugins:chaos-monkey'
CVE-2020-35200,'maven:org.igniterealtime.openfire.plugins:clientControl'
CVE-2017-9787,"'maven:org.apache.struts.xwork:xwork-core', 'maven:org.apache.struts:struts2-core'"
CVE-2019-10350,'maven:org.jenkins-ci.plugins:port-allocator'
CVE-2015-2156,"'maven:org.jboss.netty:netty', 'maven:io.netty:netty-handler', 'maven:org.apache.servicemix.bundles:org.apache.servicemix.bundles.netty', 'maven:io.netty:netty-codec-http', 'maven:io.netty:netty-all', 'maven:io.netty:netty'"
CVE-2014-3709,'maven:org.keycloak:keycloak-services'
CVE-2014-3576,"'maven:org.apache.activemq:activemq-core', 'maven:org.apache.activemq:activemq-broker', 'maven:org.apache.activemq:activemq-all'"
CVE-2017-1000103,'maven:org.jvnet.hudson.plugins:dry'
CVE-2018-14637,"'maven:org.keycloak:keycloak-services', 'maven:org.keycloak:keycloak-core', 'maven:org.keycloak:keycloak-broker-saml'"
CVE-2014-5326,'maven:org.directwebremoting:dwr'
CVE-2017-5650,"'maven:org.apache.tomcat.embed:tomcat-embed-core', 'maven:org.apache.tomcat:tomcat-coyote'"
CVE-2018-17247,'maven:org.elasticsearch:elasticsearch'
CVE-2014-3623,"'maven:org.apache.cxf:cxf', 'maven:org.apache.wss4j:wss4j', 'maven:org.apache.ws.security:wss4j', 'maven:org.apache.wss4j:wss4j-ws-security-stax', 'maven:org.apache.wss4j:wss4j-ws-security-dom', 'maven:wss4j:wss4j'"
CVE-2018-1000105,"'maven:com.sonyericsson.hudson.plugins.gerrit:gerrit-trigger', 'maven:org.hudsonci.plugins:gerrit-trigger'"
CVE-2014-3579,'maven:org.apache.activemq:apollo-selector'
